account,date,dunk_line,punch,target,source,views,video_id
democrats,20250124,"Trump now says bringing down grocery prices, as he promised, will be 'very hard'",up (powerful figure),Donald Trump,overlay,1500000,7463539184003829034
democrats,20250124,Trump Drive to Cut Safety Net Could Hit His Voters,up (powerful figure),Donald Trump,overlay,1500000,7463539184003829034
democrats,20250124,This Venn diagram could just be a circle....,up (powerful figure),"Amazon, Google, Meta, Microsoft, OpenAI, and Uber",overlay,142400,7463589541631266091
democrats,20250124,gave $1M to Trump's inauguration,up (powerful figure),"Amazon, Google, Meta, Microsoft, OpenAI, and Uber",overlay,142400,7463589541631266091
democrats,20250124,under scrutiny for committing anti-trust/privacy violations or harms to workers/consumers,up (powerful figure),"Amazon, Google, Meta, Microsoft, OpenAI, and Uber",overlay,142400,7463589541631266091
democrats,20250127,PEANUTS FOR THESE GUYS,up (powerful figure),Donald Trump,overlay,55000,7464616243870453034
democrats,20250127,people who compare billions of dollars to peanuts don't know anything about the challenges or aspirations of working class people,up (powerful figure),Donald Trump,speech,55000,7464616243870453034
democrats,20250129,oh that’s not…,up (powerful figure),Donald Trump,caption,3700000,7465138498710900014
democrats,20250129,Trump really just said this about birthright citizenship... 😳,up (powerful figure),Donald Trump,overlay,3700000,7465138498710900014
democrats,20250203,oop!,up (powerful figure),Donald Trump,caption,134600,7467224427244227886
democrats,20250203,even Fox is admitting prices will go up from Trump's tariffs 😬,up (powerful figure),Donald Trump,overlay,134600,7467224427244227886
democrats,20250203,He has only been successful in being a divider in chief,up (powerful figure),Donald Trump,overlay,159900,7467265838781861166
democrats,20250203,he did say he'd be a dictator on day one,up (powerful figure),Donald Trump,overlay,159900,7467265838781861166
democrats,20250203,he wanted to be a king,up (powerful figure),Donald Trump,overlay,159900,7467265838781861166
democrats,20250203,take a full fledged criminal and make him the president of the United States,up (powerful figure),Donald Trump,overlay,159900,7467265838781861166
democrats,20250203,they want to act aghast when he does criminal things,up (powerful figure),Donald Trump,overlay,159900,7467265838781861166
democrats,20250203,we have a thug in charge of the United States,up (powerful figure),Donald Trump,overlay,159900,7467265838781861166
democrats,20250204,Elon Musk is a terrible president.,up (powerful figure),Elon Musk,overlay,3500000,7467662816942509358
democrats,20250206,Republicans are trying to steal your money.,lateral (institution),Republican Party,caption,258400,7468340390958189870
democrats,20250206,"Block Elon Musk's ""Unlawful"" DOGE Actions",up (powerful figure),Elon Musk,overlay,258400,7468340390958189870
democrats,20250206,Elon Musk has already proven that he's the worst president America has ever had.,up (powerful figure),Elon Musk,speech,258400,7468340390958189870
democrats,20250206,keep Elon from illegally accessing your Social Security number and tax information.,up (powerful figure),Elon Musk,speech,258400,7468340390958189870
democrats,20250206,Trump and his billionaire cabinet don't give a damn about working people in this country.,up (powerful figure),Donald Trump and his cabinet,speech,258400,7468340390958189870
democrats,20250206,They're trying to steal your money,up (powerful figure),Donald Trump and his billionaire cabinet,speech,258400,7468340390958189870
democrats,20250206,"this you, @J.D. Vance?",up (powerful figure),JD Vance,caption,1200000,7468375150619069738
democrats,20250206,SEVERAL MONTHS LATER...,up (powerful figure),JD Vance,overlay,1200000,7468375150619069738
democrats,20250206,"Egg costs predicted to rise in 2025, despite Vance saying ‘prices are going to come down’",up (powerful figure),JD Vance,overlay,1200000,7468375150619069738
democrats,20250207,We like this Time cover better,up (powerful figure),Donald Trump,overlay,2100000,7468737837102402858
democrats,20250207,bro is definitely not mad,up (powerful figure),Donald Trump,caption,630700,7468760397802163499
democrats,20250207,Someone is going to be BIGLY mad.,up (powerful figure),Donald Trump,overlay,630700,7468760397802163499
democrats,20250207,IS TIME MAGAZINE STILL IN BUSINESS?,up (powerful figure),Donald Trump,overlay,630700,7468760397802163499
democrats,20250210,"@J.D. Vance, you good?",up (powerful figure),JD Vance,caption,961400,7469928284504182062
democrats,20250210,that was a quick no lol,up (powerful figure),JD Vance,overlay,961400,7469928284504182062
democrats,20250210,"NO,",up (powerful figure),JD Vance,overlay,961400,7469928284504182062
democrats,20250212,yeah how’s that going Trump?,up (powerful figure),Donald Trump,caption,100400,7470563632284175659
democrats,20250212,"But starting on day one, I will quickly defeat inflation.",up (powerful figure),Donald Trump,speech,100400,7470563632284175659
democrats,20250212,"With High Prices Persisting, Trump Tempers Tone on Slaying Inflation",up (powerful figure),Donald Trump,overlay,100400,7470563632284175659
democrats,20250212,Trump's head of DOGE,up (powerful figure),Elon Musk,overlay,248000,7470620077008932142
democrats,20250212,partners in crime 🫶,up (powerful figure),Donald Trump and Elon Musk,caption,1400000,7470656026598051114
democrats,20250212,Trump standing by his president 😂😂😂,up (powerful figure),Donald Trump and Elon Musk,overlay,1400000,7470656026598051114
democrats,20250212,"Dear Lord, when I get to heaven Please let me bring my man When he comes, tell me that you'll let him in",up (powerful figure),Donald Trump,sound,1400000,7470656026598051114
democrats,20250214,bro is cooked 😭,up (powerful figure),Donald Trump,caption,1200000,7471351194347212075
democrats,20250217,NOT YOU,up (powerful figure),Donald Trump,overlay,2600000,7472392764244757806
democrats,20250219,Heartbreaking: The Worst Person You Know Just Made A Great Point,up (powerful figure),Donald Trump,overlay,145100,7472954919314574634
democrats,20250219,@J.D. Vance wya,up (powerful figure),JD Vance,caption,1100000,7472959564183293227
democrats,20250219,Where's JD Vance?,up (powerful figure),JD Vance,overlay,1100000,7472959564183293227
democrats,20250219,FOX ALT VS,up (powerful figure),Fox News,overlay,1100000,7472959564183293227
democrats,20250219,bro what,up (powerful figure),Elon Musk,caption,815300,7473156906056486190
democrats,20250219,next level delulu from Elon,up (powerful figure),Elon Musk,overlay,815300,7473156906056486190
democrats,20250219,"not once have I seen him do something that was mean, or cruel, or wrong. Not once.",up (powerful figure),Elon Musk,speech,815300,7473156906056486190
democrats,20250221,oof…,up (powerful figure),The dancing man presented as Donald Trump's associate,caption,3000000,7473891896075537706
democrats,20250221,Trump's emergency contact ❤️,up (powerful figure),The dancing man,overlay,3000000,7473891896075537706
democrats,20250221,I'm just an ordinary girl,up (powerful figure),The dancing man,sound,3000000,7473891896075537706
democrats,20250225,remember when Trump said he’d lower the price of eggs on day one?,up (powerful figure),Donald Trump,caption,2500000,7475399123198348586
democrats,20250225,Many Unbearable Hours Later...,up (powerful figure),Donald Trump,overlay,2500000,7475399123198348586
democrats,20250226,lol not these showing up in grocery stores after Trump promised prices would go down on day one 😂😂😂,up (powerful figure),Donald Trump,overlay,738000,7475783648705285419
democrats,20250226,I DID THAT!,up (powerful figure),Donald Trump,overlay,738000,7475783648705285419
democrats,20250226,L,up (powerful figure),Donald Trump,caption,1800000,7475791898532203819
democrats,20250226,a sad little Trump letting President Musk control his first Cabinet meeting 😂😂,up (powerful figure),Donald Trump,overlay,1800000,7475791898532203819
democrats,20250226,President Musk,up (powerful figure),Elon Musk,overlay,1800000,7475791898532203819
democrats,20250226,RSBN LIVE COVERAGE,up (powerful figure),Right Side Broadcasting Network (RSBN),overlay,1800000,7475791898532203819
democrats,20250226,TRUMP DHS SECRETARY NOEM PLANS NATIONAL REGISTRY FOR,up (powerful figure),Donald Trump,overlay,1800000,7475791898532203819
democrats,20250228,you sure about that? 🤔,lateral (institution),The White House,overlay,608200,7476592000746245419
democrats,20250228,Fixed that for you,lateral (institution),The White House,overlay,608200,7476592000746245419
democrats,20250228,PUTIN FIRST 🇷🇺,lateral (institution),The White House,overlay,608200,7476592000746245419
democrats,20250303,priorities 🙄,up (powerful figure),Donald Trump,caption,2100000,7477665478089952558
democrats,20250303,this and tax breaks for billionaires instead of lowering prices for the American people,up (powerful figure),Donald Trump,overlay,2100000,7477665478089952558
democrats,20250304,jd wya? 🤔,up (powerful figure),JD Vance,caption,4200000,7477738890917629230
democrats,20250304,where is JD Vance bro 😂😅,up (powerful figure),JD Vance,overlay,4200000,7477738890917629230
democrats,20250304,That's just hogwash.,up (powerful figure),Donald Trump's claims,speech,588300,7478003354916998442
democrats,20250304,he looks like a cow looking at a new gate.,up (powerful figure),Donald Trump,speech,588300,7478003354916998442
democrats,20250304,he buries a 10-cent topic in $20 words.,up (powerful figure),Donald Trump,speech,588300,7478003354916998442
democrats,20250304,senseless droning,up (powerful figure),Donald Trump,speech,588300,7478003354916998442
democrats,20250304,he ain't the guy to give it to us.,up (powerful figure),Donald Trump,speech,588300,7478003354916998442
democrats,20250304,Trump isn’t the guy to give it to them.,up (powerful figure),Donald Trump,caption,588300,7478003354916998442
democrats,20250305,lol Trump already is getting dunked on at the joint address 😂,up (powerful figure),Donald Trump,overlay,443400,7478150487045475630
democrats,20250305,This is Not Normal,up (powerful figure),Donald Trump,overlay,443400,7478150487045475630
democrats,20250305,"*Elon Musk, an unelected bureaucrat*",up (powerful figure),Elon Musk; Donald Trump,overlay,1100000,7478160140277976366
democrats,20250311,Ugly ass truck,up (powerful figure),Tesla Cybertruck,overlay,2200000,7480658365589343534
democrats,20250311,priorities 😀,up (powerful figure),Donald Trump,caption,2000000,7480673223613533486
democrats,20250311,crashes the economy but has time to throw a car show for a billionaire 😭,up (powerful figure),Donald Trump,overlay,2000000,7480673223613533486
democrats,20250311,“tesler”,up (powerful figure),Donald Trump,caption,4000000,7480692090125503787
democrats,20250311,WHAT THE FUCK IS A TESLER,up (powerful figure),Donald Trump,overlay,4000000,7480692090125503787
democrats,20250315,erm…?,up (powerful figure),JD Vance,caption,694500,7481820115604884779
democrats,20250315,bro just said the most insane thing about his wife 😭,up (powerful figure),JD Vance,overlay,694500,7481820115604884779
democrats,20250315,"anything that I say, no matter how crazy, Usha has to smile and laugh and celebrate it.",up (powerful figure),JD Vance,speech,694500,7481820115604884779
democrats,20250318,Trump didn't know it yet but he was actually going to be Elon's vice president,up (powerful figure),Donald Trump,overlay,933800,7483198602043526442
democrats,20250321,Republicans are scared of their constituents,lateral (institution),Republicans,caption,432400,7484308070659624235
democrats,20250321,their GOP reps no-showed,lateral (institution),GOP reps,overlay,432400,7484308070659624235
democrats,20250324,what happened to lowering prices on day one ☠️,up (powerful figure),Donald Trump,caption,5000000,7485415720357186862
democrats,20250324,convinced gng I'd lower prices on day one but crashed the economy instead,up (powerful figure),Donald Trump,overlay,5000000,7485415720357186862
democrats,20250324,Secretary of Defense Pete Hegseth accidentally added a reporter into a group chat where Trump officials were discussing top secret military war plans.,up (powerful figure),Pete Hegseth,overlay,1700000,7485446148845554987
democrats,20250324,Even JD Vance was caught ripping Trump in the groupchat😥,up (powerful figure),JD Vance,overlay,1700000,7485446148845554987
democrats,20250324,We are currently clean on OPSEC.,up (powerful figure),Pete Hegseth,overlay,1700000,7485446148845554987
democrats,20250325,20 seconds of rambling,up (powerful figure),Donald Trump,caption,268800,7485530735089077550
democrats,20250325,Trump calling Usha anything but her name 😂👍,up (powerful figure),Donald Trump,overlay,268800,7485530735089077550
democrats,20250325,“Pete… there’s a reporter in our war gc”,lateral (institution),Trump administration,overlay,3100000,7485556928656231726
democrats,20250325,THE TRUMP ADMINISTRATION ACCIDENTALLY TEXTED ME ITS WAR PLANS,lateral (institution),Trump administration,overlay,3100000,7485556928656231726
democrats,20250326,THE TRUMP ADMINISTRATION ACCIDENTALLY TEXTED ME ITS WAR PLANS,lateral (institution),Trump administration,overlay,1300000,7486225914964053291
democrats,20250326,texting a journalist in my war gc,up (powerful figure),Pete Hegseth,overlay,1300000,7486225914964053291
democrats,20250331,"Elon, I'll make you a deal. I'll stop making fun of your stock when you take your hands off social security.",up (powerful figure),Elon Musk,overlay,1300000,7488081482188066090
democrats,20250401,yeah sure Elon,up (powerful figure),Elon Musk,caption,254100,7488133847683534122
democrats,20250401,"""Legalize comedy"" 🤔🤔🤔",up (powerful figure),Elon Musk,overlay,254100,7488133847683534122
democrats,20250401,"And while Trump and Elon don't rest, neither do the Democrats.",up (powerful figure),Donald Trump and Elon Musk,speech,92500,7488436077645090094
democrats,20250401,"which, I mean, to each their own, I guess. That's a choice",lateral (institution),people who went on to serve in the Trump administration,speech,92500,7488436077645090094
democrats,20250401,"how Elon is trying to buy this election, essentially.",up (powerful figure),Elon Musk,speech,92500,7488436077645090094
democrats,20250401,"to me, that sounds a little illegal, but...",up (powerful figure),Elon Musk,speech,92500,7488436077645090094
democrats,20250402,loser,up (powerful figure),Elon Musk,overlay,352200,7488544412524416298
democrats,20250402,Wisconsin beat the billionaire.,up (powerful figure),Elon Musk,overlay,1700000,7488791101889842478
democrats,20250402,.@elonmusk continues to show us that money can't buy you happiness or the 2025 Wisconsin Supreme Court Race 👍🏾,up (powerful figure),Elon Musk,overlay,1700000,7488791101889842478
democrats,20250403,BOO HOO,up (powerful figure),Donald Trump; Elon Musk,caption,129800,7489085399550151978
democrats,20250403,"Oh, boo-hoo! Let me play a sad song for you on the world's smallest violin.",up (powerful figure),Donald Trump; Elon Musk,sound,129800,7489085399550151978
democrats,20250406,Hands Off,lateral (institution),Republican Party,caption,550500,7490038838870527274
democrats,20250407,THE ART OF tanking the economy,up (powerful figure),Donald Trump,overlay,281400,7490653386224815402
democrats,20250414,"Donald Trump just hit a new low, which for him is saying a lot.",up (powerful figure),Donald Trump,speech,79000,7493290561395543342
democrats,20250414,"NEW LOW,",up (powerful figure),Donald Trump,overlay,79000,7493290561395543342
democrats,20250414,IS SAYING A LOT.,up (powerful figure),Donald Trump,overlay,79000,7493290561395543342
democrats,20250414,I don't think a 34-count convicted felon like Donald Trump has the best understanding of the law.,up (powerful figure),Donald Trump,speech,79000,7493290561395543342
democrats,20250414,A 34-COUNT CONVICTED FELON LIKE HAS THE BEST UNDERSTANDING OF THE LAW.,up (powerful figure),Donald Trump,overlay,79000,7493290561395543342
democrats,20250415,"""Home-grown criminals"" 🤔",up (powerful figure),Donald Trump,overlay,866800,7493579131737722158
democrats,20250415,GUILTY 34 NOT GUILTY 0 NO VERDICT 0,up (powerful figure),Donald Trump,overlay,866800,7493579131737722158
democrats,20250422,.@PeteHegseth needs to go.,up (powerful figure),Pete Hegseth,overlay,1900000,7496141252472229163
democrats,20250422,Pete really thought he ate...,up (powerful figure),Pete Hegseth,overlay,1900000,7496141252472229163
democrats,20250422,Pete's POV:,up (powerful figure),Pete Hegseth,overlay,1900000,7496141252472229163
democrats,20250422,"Uh-oh, uh-oh, uh-oh, uh-oh, uh-oh",up (powerful figure),Pete Hegseth,sound,1900000,7496141252472229163
democrats,20250428,These approval ratings... 🙈,up (powerful figure),Donald Trump,overlay,193300,7498379367567854890
democrats,20250428,Trump's approval at 100 days lower than any president in at least seven decades,up (powerful figure),Donald Trump,overlay,193300,7498379367567854890
democrats,20250428,Trump's approval rating down from February,up (powerful figure),Donald Trump,overlay,193300,7498379367567854890
democrats,20250428,Even Fox News 😂😂😂,up (powerful figure),Donald Trump,overlay,193300,7498379367567854890
democrats,20250428,bro is CRASHING OUT,up (powerful figure),Donald Trump,overlay,193300,7498379367567854890
democrats,20250428,Trump logging in to this bad Fox News poll:,up (powerful figure),Donald Trump,overlay,84000,7498423928474324267
democrats,20250428,How could you do this to me? Question mark.,up (powerful figure),Donald Trump,sound,84000,7498423928474324267
democrats,20250429,Winning 👍,up (powerful figure),Donald Trump,caption,115800,7498768204513168683
democrats,20250429,"We're going to win so much you may even get tired of winning and you'll say please, please, it's too much winning. We can't take it anymore.",up (powerful figure),Donald Trump,sound,115800,7498768204513168683
democrats,20250429,Trump's first 100 days are the worst for the stock market since Nixon,up (powerful figure),Donald Trump,overlay,115800,7498768204513168683
democrats,20250429,"More give Trump an F than any other grade for first 100 days, poll finds",up (powerful figure),Donald Trump,overlay,115800,7498768204513168683
democrats,20250429,CNN Poll: Trump's approval at 100 days lower than any president in at least seven decades,up (powerful figure),Donald Trump,overlay,115800,7498768204513168683
democrats,20250430,"This is Biden's Stock Market, not Trump's.",up (powerful figure),Donald Trump,overlay,2100000,7499109879735520558
democrats,20250430,THIS IS THE TRUMP STOCK MARKET BECAUSE MY POLLS AGAINST BIDEN ARE SO GOOD THAT INVESTORS ARE PROJECTING THAT I WILL WIN,up (powerful figure),Donald Trump,overlay,2100000,7499109879735520558
democrats,20250430,What was that?,up (powerful figure),Donald Trump,sound,2100000,7499109879735520558
democrats,20250501,elon cringe core,up (powerful figure),Elon Musk,overlay,158400,7499479717444193582
democrats,20250501,🥴🥀,up (powerful figure),Elon Musk,caption,158400,7499479717444193582
democrats,20250501,GULF OF AMERICA,up (powerful figure),Elon Musk,overlay,158400,7499479717444193582
democrats,20250501,What do you think of my hat? Even my hat has a hat.,up (powerful figure),Elon Musk,sound,158400,7499479717444193582
democrats,20250501,"Like, legalized comedy!",up (powerful figure),Elon Musk,sound,158400,7499479717444193582
democrats,20250501,Trump's National Security Advisor has been fired after he added a journalist into a highly confidential group chat.,up (powerful figure),Michael Waltz,overlay,252600,7499507508503907626
democrats,20250501,Donald J. Trump removed Michael Waltz.,up (powerful figure),Michael Waltz,overlay,252600,7499507508503907626
democrats,20250501,damn lol 😭,up (powerful figure),Michael Waltz,overlay,252600,7499507508503907626
democrats,20250507,jd-chan?,up (powerful figure),JD Vance,overlay,632100,7501803079667404074
democrats,20250507,"sold out to trump, became completely irrelevant in a disastrous administration",up (powerful figure),JD Vance,overlay,632100,7501803079667404074
democrats,20250508,He can’t help himself,up (powerful figure),Donald Trump,caption,1200000,7502101967536246062
democrats,20250508,Stop abusing the presidency to enrich yourself while the economy tanks,up (powerful figure),Donald Trump,overlay,1200000,7502101967536246062
democrats,20250508,I mean I could but why would I want to,up (powerful figure),Donald Trump,overlay,1200000,7502101967536246062
democrats,20250508,Can't keep my hands to my soul,up (powerful figure),Donald Trump,sound,1200000,7502101967536246062
democrats,20250508,Priorities 😀👍,lateral (institution),Republican Party,caption,234500,7502109403156385066
democrats,20250508,Republicans just renamed the Gulf of Mexico while ppl can't afford rent or groceries,lateral (institution),Republican Party,overlay,234500,7502109403156385066
democrats,20250513,😴,up (powerful figure),Donald Trump,caption,490000,7503992442119556398
democrats,20250513,Trump falling asleep during his Saudi Arabia meeting lol,up (powerful figure),Donald Trump,overlay,490000,7503992442119556398
democrats,20250513,They drained me.,up (powerful figure),Donald Trump,sound,490000,7503992442119556398
democrats,20250514,I don't think people should be taking medical advice from me.,up (powerful figure),Robert F. Kennedy Jr.,overlay,307000,7504385618344955182
democrats,20250514,🤭,up (powerful figure),Robert F. Kennedy Jr.,overlay,307000,7504385618344955182
democrats,20250514,"Robert F. Kennedy Jr. submerges in creek with high bacteria levels, including E. coli",up (powerful figure),Robert F. Kennedy Jr.,overlay,307000,7504385618344955182
democrats,20250514,You smell that shit?,up (powerful figure),Robert F. Kennedy Jr.,sound,307000,7504385618344955182
democrats,20250514,Her breath smelled like straight up shit.,up (powerful figure),Robert F. Kennedy Jr.,sound,307000,7504385618344955182
democrats,20250514,It smelled like a toilet full of,up (powerful figure),Robert F. Kennedy Jr.,sound,307000,7504385618344955182
democrats,20250522,they're always doing the same thing 😂,lateral (institution),Republican Party,overlay,191300,7507396024143482158
democrats,20250522,"run, he's got a gun.",lateral (institution),Republican Party,sound,191300,7507396024143482158
democrats,20250528,Elon rips into Trump's bill: 'I'm disappointed' 😳,up (powerful figure),Trump's bill,overlay,171200,7509500179490278702
democrats,20250528,"I was, like, disappointed to see the massive spending bill, frankly, which increases the budget deficit, not just decrease it",up (powerful figure),Trump's bill,speech,171200,7509500179490278702
democrats,20250528,"this big, beautiful bill",up (powerful figure),Trump's bill,speech,171200,7509500179490278702
democrats,20250528,I think a bill can be big or it can be beautiful. But I don't know if it could be both.,up (powerful figure),Trump's bill,speech,171200,7509500179490278702
democrats,20250528,He’s so mad lol 🐔,up (powerful figure),Donald Trump,caption,1500000,7509574990010928427
democrats,20250528,Trump MELTS DOWN after finding out Wall Street calls him a chicken behind his back 😭,up (powerful figure),Donald Trump,overlay,1500000,7509574990010928427
democrats,20250528,THEY'RE SAYING TRUMP ALWAYS CHICKENS OUT,up (powerful figure),Donald Trump,overlay,1500000,7509574990010928427
democrats,20250528,They're saying Trump always chickens out on your tariff threats,up (powerful figure),Donald Trump,speech,1500000,7509574990010928427
democrats,20250529,"Elon Musk has left the Donald Trump administration, @AP reports.",up (powerful figure),Elon Musk and Donald Trump,overlay,2000000,7509695696447016238
democrats,20250529,Department of Government Efficiency (DOGE),up (powerful figure),Elon Musk,overlay,2000000,7509695696447016238
democrats,20250529,And it's so hard to say goodbye,up (powerful figure),Elon Musk and Donald Trump,sound,2000000,7509695696447016238
democrats,20250529,"divorce babe, divorce",up (powerful figure),Donald Trump and Elon Musk,overlay,265600,7509894614946663726
democrats,20250529,💔💔💔,up (powerful figure),Donald Trump and Elon Musk,overlay,265600,7509894614946663726
democrats,20250602,“Sounds like a fourth grader came up with it”,up (powerful figure),Donald Trump's budget,caption,151900,7511388736970755374
democrats,20250602,"the big, beautiful bill.",up (powerful figure),Donald Trump,speech,151900,7511388736970755374
democrats,20250602,"I was going to say it sounds like a fourth grader came up with it, but that would be insulting to my fourth graders.",up (powerful figure),Donald Trump's budget,speech,151900,7511388736970755374
democrats,20250602,Trump and Republicans are trying to ram this monstrosity through Congress,up (powerful figure),Donald Trump's budget,speech,151900,7511388736970755374
democrats,20250602,A record-setting shift of wealth to the rich from all the rest of us.,up (powerful figure),Donald Trump's budget,speech,151900,7511388736970755374
democrats,20250604,she voted yes and didn’t read it 😀,up (powerful figure),Marjorie Taylor Greene,caption,257000,7512137225631583531
democrats,20250604,MTG just admitted she didn't bother reading all of Trump's bill 😒,up (powerful figure),Marjorie Taylor Greene,overlay,257000,7512137225631583531
democrats,20250605,Checking in from the Trump/Elon breakup 🤫,up (powerful figure),Donald Trump and Elon Musk,overlay,7300000,7512583982710590766
democrats,20250605,The Trump tariffs will cause a recession in the second half of this year,up (powerful figure),Donald Trump,overlay,7300000,7512583982710590766
democrats,20250605,can i finally say that trump's tariffs are super stupid,up (powerful figure),Donald Trump,overlay,7300000,7512583982710590766
democrats,20250605,@realDonaldTrump is in the Epstein files. That is the real reason they have not been made public.,up (powerful figure),Donald Trump,overlay,7300000,7512583982710590766
democrats,20250605,"Have a nice day, DJT!",up (powerful figure),Donald Trump,overlay,7300000,7512583982710590766
democrats,20250605,"Without me, Trump would have lost the election, Dems would control the House and the Republicans would be 51-49 in the Senate.",up (powerful figure),Donald Trump,overlay,7300000,7512583982710590766
democrats,20250606,"the girls are fighting, aren’t they?",up (powerful figure),Donald Trump and Elon Musk,caption,9800000,7512637809090628910
democrats,20250609,"Arrest me. Let's just get it over with, tough guy.",lateral (institution),Trump administration,overlay,3700000,7513973098182495530
democrats,20250609,The hell are they doing?,lateral (institution),Trump administration,overlay,3700000,7513973098182495530
democrats,20250609,"Come and get me, tough guy.",up (powerful figure),Trump's border czar,overlay,3700000,7513973098182495530
democrats,20250609,I don't give a damn.,up (powerful figure),Trump's border czar,overlay,3700000,7513973098182495530
democrats,20250609,is he good,up (powerful figure),Donald Trump,caption,554800,7514032259675131182
democrats,20250609,Trump tripped on the AF1 stairs lol,up (powerful figure),Donald Trump,overlay,554800,7514032259675131182
democrats,20250609,"This is you, this is so good",up (powerful figure),Donald Trump,sound,554800,7514032259675131182
democrats,20250610,"Newsom ought to be tarred and feathered, I'll say that.",up (powerful figure),Mike Johnson,overlay,267500,7514432808048381230
democrats,20250610,"Girl, what the fuck is you talking about?",up (powerful figure),Mike Johnson,sound,267500,7514432808048381230
democrats,20250611,his posture 😭,up (powerful figure),Donald Trump,caption,11500000,7514728203789929774
democrats,20250613,the hell is this guy,up (powerful figure),Political opponents,speech,218000,7515519975906381102
democrats,20250613,come after me arrest me let's just get it over with,up (powerful figure),Political opponents,speech,218000,7515519975906381102
democrats,20250613,tough guy,up (powerful figure),Political opponents,speech,218000,7515519975906381102
democrats,20250613,i don't give a damn,up (powerful figure),Political opponents,speech,218000,7515519975906381102
democrats,20250613,the hell are they doing,up (powerful figure),Political opponents,speech,218000,7515519975906381102
democrats,20250618,he wants melania’s job so bad 😭,up (powerful figure),Donald Trump,caption,1100000,7517308194176158990
democrats,20250618,Trump's UNHINGED flagpole rant 😭😭,up (powerful figure),Donald Trump,overlay,1100000,7517308194176158990
democrats,20250618,they're the fake news.,up (powerful figure),the fake news,speech,1100000,7517308194176158990
democrats,20250618,Priorities 😀👍,up (powerful figure),Donald Trump,caption,538900,7517312499587370295
democrats,20250618,Trump as news swirls about possible war with Iran:,up (powerful figure),Donald Trump,overlay,538900,7517312499587370295
democrats,20250620,Go Blue.,up (powerful figure),ICE,overlay,677700,7518038017651526926
democrats,20250620,oh that’s not—,up (powerful figure),JD Vance,caption,1000000,7518172540766850318
democrats,20250620,WTF‼️ JD Vance just referred to Sen. Alex Padilla as “Jose Padilla”,up (powerful figure),JD Vance,overlay,1000000,7518172540766850318
democrats,20250620,"I WAS HOPING JOSE PADILLA WOULD BE HERE TO ASK A QUESTION, BUT UNFORTUNATELY, I GUESS HE DECIDED NOT TO SHOW UP BECAUSE THERE WASN'T THE THEATER. AND THAT'S ALL IT IS. I THINK EVERYBODY REALIZES THAT'S WHAT THIS IS. IT'S PURE POLITICAL THEATER.",up (powerful figure),JD Vance,overlay,1000000,7518172540766850318
democrats,20250624,So then why the fuck did you get us involved?,up (powerful figure),Donald Trump,overlay,1000000,7519541956272196878
democrats,20250624,Bro is always confused about something 😭,up (powerful figure),Robert F. Kennedy Jr.,caption,815800,7519623949236456717
democrats,20250624,You fired the committee!,up (powerful figure),Robert F. Kennedy Jr.,overlay,815800,7519623949236456717
democrats,20250624,The budget you proposed will cut $1.7 billion in Alzheimer's research.,up (powerful figure),Robert F. Kennedy Jr.,overlay,815800,7519623949236456717
democrats,20250624,"There were 35, and you've already cut 13 of them.",up (powerful figure),Robert F. Kennedy Jr.,overlay,815800,7519623949236456717
democrats,20250624,Does cutting off treatment from people still suffering align with step 12?,up (powerful figure),Robert F. Kennedy Jr.,overlay,815800,7519623949236456717
democrats,20250624,Bozo bitch are you dum,up (powerful figure),Robert F. Kennedy Jr.,sound,815800,7519623949236456717
democrats,20250625,Trump's update on ending the war in Ukraine in “one day”,up (powerful figure),Donald Trump,overlay,240200,7519961732333276429
democrats,20250625,One day? 🤨,up (powerful figure),Donald Trump,caption,240200,7519961732333276429
democrats,20250701,The breakup continues,up (powerful figure),Donald Trump and Elon Musk,caption,844200,7522122537661123854
democrats,20250701,Trump says he might deport Elon 😭,up (powerful figure),Donald Trump,overlay,844200,7522122537661123854
democrats,20250701,WE MIGHT HAVE TO PUT DOGE ON ELON.,up (powerful figure),Donald Trump,overlay,844200,7522122537661123854
democrats,20250702,Shameful.,lateral (institution),Republican Party,caption,2600000,7522529786233736461
democrats,20250702,Trump's “No tax on tips” scam,up (powerful figure),Donald Trump,overlay,2600000,7522529786233736461
democrats,20250702,the scam of that tax,up (powerful figure),"The Republican ""no tax on tips"" plan",speech,2600000,7522529786233736461
democrats,20250702,"jacking up taxes on people who make less than $50,000 across the United States while taking away their SNAP, while taking away their Medicaid, while kicking them off of the ACA and their healthcare extensions.",lateral (institution),Republican Party,speech,2600000,7522529786233736461
democrats,20250702,This bill is a deal with the devil.,up (powerful figure),The Republican tax bill,speech,2600000,7522529786233736461
democrats,20250702,it strips away healthcare and basic dignity of the American people for what? To give Elon Musk a tax break and billionaires the greedy taking of our nation.,up (powerful figure),"The Republican tax bill, Elon Musk, and billionaires",speech,2600000,7522529786233736461
democrats,20250703,Trump doesn’t care about Americans.,up (powerful figure),Donald Trump,caption,96200,7522874405802855693
democrats,20250703,"This is the day that Donald Trump and the Republican Party are telling the American people, especially in rural America, that they don't care about us.",lateral (institution),Donald Trump and the Republican Party,speech,96200,7522874405802855693
democrats,20250703,This is the Republican majority firing Americans that right now have a good job.,up (powerful figure),The Republican majority,speech,96200,7522874405802855693
democrats,20250703,This is just crazy.,up (powerful figure),The Republican budget bill,speech,96200,7522874405802855693
